Player_ID,Name,Salary,Projection,Position,Lineup,Projected_Total
8002550,Murphy Reid,9030,59.5,FWD,1,
8000137,Tom Lynch,7040,53.7,FWD,1,
8001529,Hayden Young,12960,88.0,MID,1,
8001454,Jack Ross,10700,75.0,MID,1,
8001896,Tyler Sonsie,6360,55.1,MID,1,
8000803,Tim Taranto,13690,90.2,MID,1,
8000050,Nick Vlastuin,11290,75.4,DEF,1,
8000461,Jayden Short,13270,88.0,DEF,1,
8000240,Toby Nankervis,15360,97.5,RK,1,682.4
,,,,,,
8001892,Sam Banks,7980,54.9,FWD,2,
8000137,Tom Lynch,7040,53.7,FWD,2,
8000935,Andrew Brayshaw,17030,104.1,MID,2,
8001529,Hayden Young,12960,88.0,MID,2,
8001896,Tyler Sonsie,6360,55.1,MID,2,
8000803,Tim Taranto,13690,90.2,MID,2,
8000461,Jayden Short,13270,88.0,DEF,2,
8001856,Karl Worner,6000,50.3,DEF,2,
8000240,Toby Nankervis,15360,97.5,RK,2,681.8
,,,,,,
8001892,Sam Banks,7980,54.9,FWD,3,
8001852,Jye Amiss,8350,55.5,FWD,3,
8001529,Hayden Young,12960,88.0,MID,3,
8001454,Jack Ross,10700,75.0,MID,3,
8001896,Tyler Sonsie,6360,55.1,MID,3,
8000803,Tim Taranto,13690,90.2,MID,3,
8000050,Nick Vlastuin,11290,75.4,DEF,3,
8000461,Jayden Short,13270,88.0,DEF,3,
8000240,Toby Nankervis,15360,97.5,RK,3,679.6
,,,,,,
8000943,Sam Switkowski,10460,66.9,FWD,4,
8000934,Bailey Banfield,7860,52.9,FWD,4,
8000935,Andrew Brayshaw,17030,104.1,MID,4,
8001529,Hayden Young,12960,88.0,MID,4,
8001454,Jack Ross,10700,75.0,MID,4,
8001896,Tyler Sonsie,6360,55.1,MID,4,
8000461,Jayden Short,13270,88.0,DEF,4,
8001856,Karl Worner,6000,50.3,DEF,4,
8000240,Toby Nankervis,15360,97.5,RK,4,677.8
,,,,,,
8002339,Steely Green,6000,45.3,FWD,5,
8001852,Jye Amiss,8350,55.5,FWD,5,
8000935,Andrew Brayshaw,17030,104.1,MID,5,
8001529,Hayden Young,12960,88.0,MID,5,
8001454,Jack Ross,10700,75.0,MID,5,
8000499,Jacob Hopper,12850,81.0,MID,5,
8001749,Heath Chapman,8800,62.1,DEF,5,
8000050,Nick Vlastuin,11290,75.4,DEF,5,
8000762,Sean Darcy,11810,79.0,RK,5,665.4
,,,,,,
8002339,Steely Green,6000,45.3,FWD,6,
8002581,Jonty Faull,6000,44.5,FWD,6,
8000935,Andrew Brayshaw,17030,104.1,MID,6,
8001527,Caleb Serong,16840,99.5,MID,6,
8001568,Thomson Dow,9270,60.0,MID,6,
8000499,Jacob Hopper,12850,81.0,MID,6,
8001749,Heath Chapman,8800,62.1,DEF,6,
8000050,Nick Vlastuin,11290,75.4,DEF,6,
8000762,Sean Darcy,11810,79.0,RK,6,650.9
,,,,,,
8001850,Patrick Voss,7770,50.0,FWD,7,
8000943,Sam Switkowski,10460,66.9,FWD,7,
8000935,Andrew Brayshaw,17030,104.1,MID,7,
8002550,Murphy Reid,9030,59.5,MID,7,
8001527,Caleb Serong,16840,99.5,MID,7,
8001855,Matthew Johnson,10670,69.3,MID,7,
8001749,Heath Chapman,8800,62.1,DEF,7,
8001893,Tom Brown,7440,52.7,DEF,7,
8000762,Sean Darcy,11810,79.0,RK,7,643.1
,,,,,,
8001850,Patrick Voss,7770,50.0,FWD,8,
8002339,Steely Green,6000,45.3,FWD,8,
8001527,Caleb Serong,16840,99.5,MID,8,
8001855,Matthew Johnson,10670,69.3,MID,8,
8000040,Kamdyn McIntosh,9400,61.7,MID,8,
8001571,Hugo Ralphsmith,7470,50.4,MID,8,
8001402,Jordan Clark,14750,89.7,DEF,8,
8000767,Luke Ryan,14640,88.7,DEF,8,
8000762,Sean Darcy,11810,79.0,RK,8,633.6
,,,,,,
8002339,Steely Green,6000,45.3,FWD,9,
8001751,Josh Treacy,12780,71.1,FWD,9,
8002550,Murphy Reid,9030,59.5,MID,9,
8001527,Caleb Serong,16840,99.5,MID,9,
8001855,Matthew Johnson,10670,69.3,MID,9,
8001571,Hugo Ralphsmith,7470,50.4,MID,9,
8001402,Jordan Clark,14750,89.7,DEF,9,
8000767,Luke Ryan,14640,88.7,DEF,9,
8001850,Patrick Voss,7770,50.0,RK,9,623.5
,,,,,,
8001751,Josh Treacy,12780,71.1,FWD,10,
8000854,Shai Bolton,11940,63.8,FWD,10,
8001855,Matthew Johnson,10670,69.3,MID,10,
8000040,Kamdyn McIntosh,9400,61.7,MID,10,
8001543,Jeremy Sharp,10290,62.0,MID,10,
8000811,Jaeger O'Meara,12630,70.4,MID,10,
8001749,Heath Chapman,8800,62.1,DEF,10,
8001402,Jordan Clark,14750,89.7,DEF,10,
8001850,Patrick Voss,7770,50.0,RK,10,600.1
